run_id,turn,unit_type,unit_id,I_count,E_count
18,6,community,1,4.0,6.0
18,6,community,2,4.0,0.0
18,6,community,3,10.0,0.0
18,6,department,0,14.0,0.0
18,6,department,1,14.0,0.0
18,7,community,0,6.0,4.0
18,7,community,1,4.0,4.0
18,7,community,2,4.0,0.0
18,7,community,3,10.0,0.0
18,7,department,0,14.0,0.0
18,7,department,1,14.0,0.0
18,8,community,0,8.0,2.0
18,8,community,1,4.0,2.0
18,8,community,2,2.0,2.0
18,8,community,3,10.0,2.0
18,8,department,0,14.0,0.0
18,8,department,1,14.0,0.0
19,1,community,0,0.0,6.0
19,1,community,1,8.0,4.0
19,1,community,2,4.0,0.0
19,1,community,3,0.0,6.0
19,1,community,4,4.0,8.0
19,1,department,0,12.0,4.0
19,1,department,1,12.0,4.0
19,2,community,0,2.0,4.0
19,2,community,1,10.0,2.0
19,2,community,2,4.0,0.0
19,2,community,3,0.0,8.0
19,2,community,4,4.0,2.0
19,2,department,0,14.0,2.0
19,2,department,1,12.0,2.0
19,3,community,0,4.0,2.0
19,3,community,1,10.0,0.0
19,3,community,2,4.0,0.0
19,3,community,3,2.0,2.0
19,3,community,4,6.0,0.0
19,3,department,0,14.0,0.0
19,3,department,1,14.0,0.0
19,4,community,0,4.0,0.0
19,4,community,1,10.0,0.0
19,4,community,2,4.0,0.0
19,4,community,3,4.0,0.0
19,4,community,4,6.0,0.0
19,4,department,0,14.0,0.0
19,4,department,1,14.0,0.0
19,5,community,0,4.0,0.0
19,5,community,1,8.0,2.0
19,5,community,2,4.0,2.0
19,5,community,3,4.0,0.0
19,5,community,4,6.0,0.0
19,5,department,0,14.0,0.0
19,5,department,1,14.0,0.0
19,6,community,0,4.0,0.0
19,6,community,1,8.0,2.0
19,6,community,2,4.0,2.0
19,6,community,3,4.0,0.0
19,6,community,4,6.0,0.0
19,6,department,0,14.0,0.0
19,6,department,1,14.0,0.0
19,7,community,0,4.0,0.0
19,7,community,1,8.0,2.0
19,7,community,2,4.0,2.0
19,7,community,3,4.0,2.0
19,7,community,4,4.0,2.0
19,7,department,0,14.0,0.0
19,7,department,1,14.0,0.0
19,8,community,0,4.0,0.0
19,8,community,1,10.0,0.0
19,8,community,2,4.0,0.0
19,8,community,3,4.0,2.0
19,8,community,4,4.0,2.0
19,8,department,0,14.0,0.0
19,8,department,1,14.0,0.0
20,1,community,0,4.0,4.0
20,1,community,1,4.0,2.0
20,1,community,2,4.0,2.0
20,1,community,3,2.0,4.0
20,1,community,4,2.0,4.0
20,1,community,5,4.0,0.0
20,1,department,0,14.0,0.0
20,1,department,1,14.0,0.0
20,2,community,0,4.0,0.0
20,2,community,1,4.0,0.0
20,2,community,2,6.0,0.0
20,2,community,3,4.0,0.0
20,2,community,4,6.0,0.0
20,2,community,5,4.0,0.0
20,2,department,0,14.0,0.0
20,2,department,1,14.0,0.0
20,3,community,0,4.0,2.0
20,3,community,1,4.0,2.0
20,3,community,2,4.0,2.0
20,3,community,3,4.0,2.0
20,3,community,4,2.0,4.0
20,3,community,5,4.0,0.0
20,3,department,0,14.0,0.0
20,3,department,1,14.0,0.0
20,4,community,0,4.0,2.0
20,4,community,1,4.0,0.0
20,4,community,2,4.0,4.0
20,4,community,3,4.0,0.0
20,4,community,4,4.0,2.0
20,4,community,5,2.0,4.0
20,4,department,0,14.0,0.0
20,4,department,1,14.0,0.0
20,5,community,0,4.0,2.0
20,5,community,1,4.0,2.0
20,5,community,2,4.0,2.0
20,5,community,3,4.0,0.0
20,5,community,4,4.0,2.0
20,5,community,5,4.0,0.0
20,5,department,0,14.0,0.0
20,5,department,1,14.0,0.0
20,6,community,0,4.0,0.0
20,6,community,1,4.0,0.0
20,6,community,2,4.0,2.0
20,6,community,3,4.0,0.0
20,6,community,4,6.0,2.0
20,6,community,5,4.0,0.0
20,6,department,0,12.0,2.0
20,6,department,1,14.0,2.0
20,7,community,0,4.0,0.0
20,7,community,1,4.0,0.0
20,7,community,2,6.0,0.0
20,7,community,3,4.0,2.0
20,7,community,4,4.0,2.0
20,7,community,5,4.0,0.0
20,7,department,0,14.0,0.0
20,7,department,1,14.0,0.0
20,8,community,0,4.0,2.0
20,8,community,1,4.0,0.0
20,8,community,2,4.0,2.0
20,8,community,3,4.0,0.0
20,8,community,4,4.0,2.0
20,8,community,5,4.0,2.0
20,8,department,0,14.0,0.0
20,8,department,1,14.0,0.0
21,1,community,0,10.0,0.0
21,1,community,1,4.0,0.0
21,1,community,2,8.0,2.0
21,1,community,3,4.0,2.0
21,1,department,0,14.0,0.0
21,1,department,1,14.0,0.0
21,2,community,0,10.0,0.0
21,2,community,1,4.0,0.0
21,2,community,2,6.0,4.0
21,2,community,3,4.0,4.0
21,2,department,0,14.0,0.0
21,2,department,1,14.0,0.0
21,3,community,0,10.0,0.0
21,3,community,1,4.0,0.0
21,3,community,2,8.0,2.0
21,3,community,3,4.0,2.0
21,3,department,0,14.0,0.0
21,3,department,1,14.0,0.0
21,4,community,0,8.0,4.0
21,4,community,1,2.0,4.0
21,4,community,2,6.0,4.0
21,4,community,3,4.0,4.0
21,4,department,0,14.0,0.0
21,4,department,1,14.0,0.0
21,5,community,0,8.0,2.0
21,5,community,1,4.0,2.0
21,5,community,2,8.0,0.0
21,5,community,3,6.0,0.0
21,5,department,0,14.0,0.0
21,5,department,1,14.0,0.0
21,6,community,0,8.0,2.0
21,6,community,1,4.0,2.0
21,6,community,2,6.0,2.0
21,6,community,3,6.0,2.0
21,6,department,0,14.0,0.0
21,6,department,1,14.0,0.0
21,7,community,0,10.0,2.0
21,7,community,1,2.0,2.0
21,7,community,2,6.0,4.0
21,7,community,3,4.0,4.0
21,7,department,0,14.0,0.0
21,7,department,1,14.0,0.0
21,8,community,0,8.0,6.0
21,8,community,1,0.0,6.0
21,8,community,2,6.0,2.0
21,8,community,3,6.0,2.0
21,8,department,0,14.0,0.0
21,8,department,1,14.0,0.0
22,1,community,0,0.0,10.0
22,1,community,1,4.0,10.0
22,1,community,2,10.0,0.0
22,1,community,3,4.0,0.0
22,1,department,0,14.0,0.0
22,1,department,1,14.0,0.0
22,2,community,0,4.0,0.0
22,2,community,1,10.0,0.0
22,2,community,2,6.0,4.0
22,2,community,3,4.0,4.0
22,2,department,0,14.0,0.0
22,2,department,1,14.0,0.0
22,3,community,0,2.0,4.0
22,3,community,1,8.0,4.0
22,3,community,2,8.0,2.0
22,3,community,3,4.0,2.0
22,3,department,0,14.0,0.0
22,3,department,1,14.0,0.0
22,4,community,0,4.0,0.0
22,4,community,1,10.0,0.0
22,4,community,2,10.0,0.0
22,4,community,3,4.0,0.0
22,4,department,0,14.0,0.0
22,4,department,1,14.0,0.0
22,5,community,0,2.0,2.0
22,5,community,1,10.0,2.0
22,5,community,2,8.0,4.0
22,5,community,3,2.0,4.0
22,5,department,0,14.0,0.0
22,5,department,1,14.0,0.0
22,6,community,0,4.0,2.0
22,6,community,1,8.0,2.0
22,6,community,2,8.0,2.0
22,6,community,3,4.0,2.0
22,6,department,0,14.0,0.0
22,6,department,1,14.0,0.0
22,7,community,0,4.0,0.0
22,7,community,1,10.0,0.0
22,7,community,2,8.0,4.0
22,7,community,3,2.0,4.0
22,7,department,0,14.0,0.0
22,7,department,1,14.0,0.0
22,8,community,0,2.0,4.0
22,8,community,1,8.0,4.0
22,8,community,2,6.0,6.0
22,8,community,3,2.0,6.0
22,8,department,0,14.0,0.0
22,8,department,1,14.0,0.0
23,1,community,0,10.0,0.0
23,1,community,1,4.0,0.0
23,1,community,2,4.0,0.0
23,1,community,3,10.0,0.0
23,1,department,0,14.0,0.0
23,1,department,1,14.0,0.0
23,2,community,0,10.0,0.0
23,2,community,1,4.0,0.0
23,2,community,2,4.0,0.0
23,2,community,3,10.0,0.0
23,2,department,0,14.0,0.0
23,2,department,1,14.0,0.0
23,3,community,0,8.0,2.0
23,3,community,1,4.0,0.0
23,3,community,2,4.0,2.0
23,3,community,3,10.0,0.0
23,3,department,0,14.0,0.0
23,3,department,1,14.0,0.0
23,4,community,0,10.0,0.0
23,4,community,1,4.0,2.0
23,4,community,2,4.0,0.0
23,4,community,3,8.0,2.0
23,4,department,0,14.0,0.0
23,4,department,1,14.0,0.0
23,5,community,0,10.0,0.0
23,5,community,1,2.0,4.0
23,5,community,2,4.0,0.0
23,5,community,3,8.0,4.0
23,5,department,0,14.0,0.0
23,5,department,1,14.0,0.0
23,6,community,0,10.0,0.0
23,6,community,1,4.0,2.0
23,6,community,2,4.0,0.0
23,6,community,3,8.0,2.0
23,6,department,0,14.0,0.0
23,6,department,1,14.0,0.0
23,7,community,0,8.0,2.0
23,7,community,1,2.0,4.0
23,7,community,2,4.0,2.0
23,7,community,3,8.0,4.0
23,7,department,0,14.0,0.0
23,7,department,1,14.0,0.0
23,8,community,0,8.0,2.0
23,8,community,1,4.0,0.0
23,8,community,2,4.0,2.0
23,8,community,3,10.0,0.0
23,8,department,0,14.0,0.0
23,8,department,1,14.0,0.0
24,1,community,0,4.0,2.0
24,1,community,1,4.0,2.0
24,1,community,2,4.0,2.0
24,1,community,3,4.0,0.0
24,1,community,4,4.0,0.0
24,1,community,5,4.0,2.0
24,1,department,0,14.0,0.0
24,1,department,1,14.0,0.0
24,2,community,0,4.0,2.0
24,2,community,1,4.0,2.0
24,2,community,2,2.0,4.0
24,2,community,3,4.0,0.0
24,2,community,4,4.0,0.0
24,2,community,5,4.0,4.0
24,2,department,0,14.0,0.0
24,2,department,1,14.0,0.0
24,3,community,0,4.0,2.0
24,3,community,1,4.0,0.0
24,3,community,2,4.0,0.0
24,3,community,3,4.0,2.0
24,3,community,4,4.0,0.0
24,3,community,5,6.0,0.0
24,3,department,0,14.0,0.0
24,3,department,1,14.0,0.0
24,4,community,0,4.0,4.0
24,4,community,1,4.0,0.0
24,4,community,2,4.0,0.0
24,4,community,3,4.0,0.0
24,4,community,4,4.0,0.0
24,4,community,5,4.0,4.0
24,4,department,0,12.0,4.0
24,4,department,1,12.0,4.0
24,5,community,0,6.0,0.0
24,5,community,1,4.0,0.0
24,5,community,2,4.0,2.0
24,5,community,3,4.0,0.0
24,5,community,4,4.0,0.0
24,5,community,5,4.0,2.0
24,5,department,0,14.0,0.0
24,5,department,1,14.0,0.0
24,6,community,0,6.0,0.0
24,6,community,1,4.0,0.0
24,6,community,2,4.0,2.0
24,6,community,3,4.0,0.0
24,6,community,4,4.0,0.0
24,6,community,5,4.0,2.0
24,6,department,0,14.0,0.0
24,6,department,1,14.0,0.0
24,7,community,0,6.0,0.0
24,7,community,1,4.0,0.0
24,7,community,2,4.0,2.0
24,7,community,3,4.0,0.0
24,7,community,4,2.0,2.0
24,7,community,5,4.0,4.0
24,7,department,0,14.0,0.0
24,7,department,1,14.0,0.0
24,8,community,0,6.0,0.0
24,8,community,1,4.0,0.0
24,8,community,2,4.0,0.0
24,8,community,3,4.0,0.0
24,8,community,4,2.0,4.0
24,8,community,5,4.0,4.0
24,8,department,0,14.0,0.0
24,8,department,1,14.0,0.0
25,1,community,0,6.0,4.0
25,1,community,1,6.0,6.0
25,1,community,2,2.0,6.0
25,1,community,3,4.0,4.0
25,1,department,0,14.0,0.0
25,1,department,1,14.0,0.0
25,2,community,0,4.0,4.0
25,2,community,1,4.0,6.0
25,2,community,2,4.0,6.0
25,2,community,3,6.0,4.0
25,2,department,0,14.0,0.0
25,2,department,1,14.0,0.0
25,3,community,0,6.0,2.0
25,3,community,1,8.0,0.0
25,3,community,2,6.0,0.0
25,3,community,3,6.0,2.0
25,3,department,0,14.0,0.0
25,3,department,1,14.0,0.0
25,4,community,0,6.0,2.0
25,4,community,1,8.0,0.0
25,4,community,2,6.0,0.0
25,4,community,3,6.0,2.0
25,4,department,0,14.0,0.0
25,4,department,1,14.0,0.0
25,5,community,0,6.0,2.0
25,5,community,1,8.0,0.0
25,5,community,2,6.0,0.0
25,5,community,3,6.0,2.0
25,5,department,0,14.0,0.0
25,5,department,1,14.0,0.0
25,6,community,0,8.0,0.0
25,6,community,1,8.0,0.0
25,6,community,2,6.0,0.0
25,6,community,3,6.0,0.0
25,6,department,0,14.0,0.0
25,6,department,1,14.0,0.0
25,7,community,0,8.0,2.0
25,7,community,1,4.0,6.0
25,7,community,2,4.0,6.0
25,7,community,3,4.0,2.0
25,7,department,0,14.0,0.0
25,7,department,1,14.0,0.0
25,8,community,0,6.0,8.0
25,8,community,1,4.0,8.0
25,8,community,2,2.0,8.0
25,8,community,3,0.0,8.0
25,8,department,0,14.0,0.0
25,8,department,1,14.0,0.0
26,1,community,0,4.0,6.0
26,1,community,1,2.0,2.0
26,1,community,2,6.0,2.0
26,1,community,3,4.0,0.0
26,1,community,4,4.0,6.0
26,1,department,0,12.0,4.0
26,1,department,1,12.0,4.0
26,2,community,0,8.0,0.0
26,2,community,1,2.0,2.0
26,2,community,2,6.0,0.0
26,2,community,3,0.0,8.0
26,2,community,4,4.0,6.0
26,2,department,0,14.0,0.0
26,2,department,1,14.0,0.0
26,3,community,0,8.0,0.0
26,3,community,1,4.0,0.0
26,3,community,2,6.0,0.0
26,3,community,3,4.0,0.0
26,3,community,4,6.0,0.0
26,3,department,0,14.0,0.0
26,3,department,1,14.0,0.0
26,4,community,0,4.0,6.0
26,4,community,1,4.0,2.0
26,4,community,2,4.0,6.0
26,4,community,3,4.0,2.0
26,4,community,4,2.0,4.0
26,4,department,0,14.0,0.0
26,4,department,1,14.0,0.0
26,5,community,0,4.0,4.0
26,5,community,1,4.0,4.0
26,5,community,2,6.0,4.0
26,5,community,3,4.0,0.0
26,5,community,4,2.0,4.0
26,5,department,0,14.0,0.0
26,5,department,1,14.0,0.0
26,6,community,0,4.0,4.0
26,6,community,1,4.0,6.0
26,6,community,2,6.0,2.0
26,6,community,3,2.0,2.0
26,6,community,4,2.0,6.0
26,6,department,0,12.0,2.0
26,6,department,1,14.0,2.0
26,7,community,0,4.0,4.0
26,7,community,1,4.0,0.0
26,7,community,2,6.0,4.0
26,7,community,3,4.0,2.0
26,7,community,4,4.0,2.0
26,7,department,0,14.0,0.0
26,7,department,1,14.0,0.0
26,8,community,0,6.0,2.0
26,8,community,1,4.0,0.0
26,8,community,2,6.0,2.0
26,8,community,3,4.0,2.0
26,8,community,4,4.0,2.0
26,8,department,0,14.0,0.0
26,8,department,1,14.0,0.0
27,1,community,0,4.0,2.0
27,1,community,1,8.0,2.0
27,1,community,2,4.0,6.0
27,1,community,3,4.0,6.0
27,1,department,0,14.0,0.0
27,1,department,1,14.0,0.0
27,2,community,0,4.0,2.0
27,2,community,1,8.0,2.0
27,2,community,2,6.0,0.0
27,2,community,3,8.0,0.0
27,2,department,0,14.0,0.0
27,2,department,1,14.0,0.0
27,3,community,0,4.0,2.0
27,3,community,1,8.0,2.0
27,3,community,2,4.0,4.0
27,3,community,3,6.0,4.0
27,3,department,0,14.0,0.0
27,3,department,1,14.0,0.0
27,4,community,0,4.0,2.0
27,4,community,1,8.0,2.0
27,4,community,2,6.0,2.0
27,4,community,3,6.0,2.0
27,4,department,0,14.0,0.0
27,4,department,1,14.0,0.0
27,5,community,0,4.0,2.0
27,5,community,1,8.0,2.0
27,5,community,2,6.0,2.0
27,5,community,3,6.0,2.0
27,5,department,0,14.0,0.0
27,5,department,1,14.0,0.0
27,6,community,0,4.0,2.0
27,6,community,1,8.0,2.0
27,6,community,2,6.0,0.0
27,6,community,3,8.0,0.0
27,6,department,0,14.0,0.0
27,6,department,1,14.0,0.0
27,7,community,0,2.0,4.0
27,7,community,1,8.0,4.0
27,7,community,2,6.0,2.0
27,7,community,3,6.0,2.0
27,7,department,0,14.0,0.0
27,7,department,1,14.0,0.0
27,8,community,0,2.0,4.0
27,8,community,1,8.0,4.0
27,8,community,2,4.0,4.0
27,8,community,3,6.0,4.0
27,8,department,0,14.0,0.0
27,8,department,1,14.0,0.0
28,1,community,0,8.0,4.0
28,1,community,1,2.0,4.0
28,1,community,2,2.0,4.0
28,1,community,3,8.0,4.0
28,1,department,0,14.0,0.0
28,1,department,1,14.0,0.0
28,2,community,0,8.0,0.0
28,2,community,1,6.0,0.0
28,2,community,2,6.0,2.0
28,2,community,3,6.0,2.0
28,2,department,0,14.0,0.0
28,2,department,1,14.0,0.0
28,3,community,0,4.0,8.0
28,3,community,1,4.0,4.0
28,3,community,2,6.0,0.0
28,3,community,3,6.0,4.0
28,3,department,0,12.0,4.0
28,3,department,1,12.0,4.0
28,4,community,0,4.0,6.0
28,4,community,1,4.0,6.0
28,4,community,2,6.0,0.0
28,4,community,3,8.0,0.0
28,4,department,0,14.0,0.0
28,4,department,1,14.0,0.0
28,5,community,0,8.0,2.0
28,5,community,1,4.0,2.0
28,5,community,2,4.0,4.0
28,5,community,3,6.0,4.0
28,5,department,0,14.0,0.0
28,5,department,1,14.0,0.0
28,6,community,0,8.0,0.0
28,6,community,1,6.0,0.0
28,6,community,2,6.0,2.0
28,6,community,3,6.0,2.0
28,6,department,0,14.0,0.0
28,6,department,1,14.0,0.0
28,7,community,0,8.0,0.0
28,7,community,1,6.0,0.0
28,7,community,2,6.0,4.0
28,7,community,3,4.0,4.0
28,7,department,0,14.0,0.0
28,7,department,1,14.0,0.0
28,8,community,0,6.0,4.0
28,8,community,1,4.0,2.0
28,8,community,2,6.0,2.0
28,8,community,3,6.0,4.0
28,8,department,0,14.0,2.0
28,8,department,1,12.0,2.0
29,1,community,0,4.0,2.0
29,1,community,1,4.0,0.0
29,1,community,2,4.0,2.0
29,1,community,3,4.0,0.0
29,1,community,4,10.0,0.0
29,1,department,0,14.0,0.0
29,1,department,1,14.0,0.0
29,2,community,0,4.0,0.0
29,2,community,1,4.0,2.0
29,2,community,2,4.0,2.0
29,2,community,3,4.0,2.0
29,2,community,4,8.0,2.0
29,2,department,0,14.0,0.0
29,2,department,1,14.0,0.0
29,3,community,0,4.0,0.0
29,3,community,1,4.0,0.0
29,3,community,2,6.0,0.0
29,3,community,3,4.0,0.0
29,3,community,4,10.0,0.0
29,3,department,0,14.0,0.0
29,3,department,1,14.0,0.0
29,4,community,0,2.0,2.0
29,4,community,1,4.0,0.0
29,4,community,2,6.0,2.0
29,4,community,3,4.0,0.0
29,4,community,4,10.0,0.0
29,4,department,0,14.0,0.0
29,4,department,1,14.0,0.0
29,5,community,0,4.0,0.0
29,5,community,1,4.0,0.0
29,5,community,2,6.0,0.0
29,5,community,3,4.0,2.0
29,5,community,4,8.0,2.0
29,5,department,0,14.0,0.0
29,5,department,1,14.0,0.0
29,6,community,0,4.0,0.0
29,6,community,1,4.0,0.0
29,6,community,2,6.0,0.0
29,6,community,3,2.0,4.0
29,6,community,4,8.0,4.0
29,6,department,0,14.0,0.0
29,6,department,1,14.0,0.0
29,7,community,0,4.0,0.0
29,7,community,1,4.0,0.0
29,7,community,2,6.0,0.0
29,7,community,3,4.0,2.0
29,7,community,4,8.0,2.0
29,7,department,0,14.0,0.0
29,7,department,1,14.0,0.0
29,8,community,0,4.0,0.0
29,8,community,1,2.0,2.0
29,8,community,2,6.0,2.0
29,8,community,3,4.0,0.0
29,8,community,4,10.0,0.0
29,8,department,0,14.0,0.0
29,8,department,1,14.0,0.0
30,1,community,0,4.0,2.0
30,1,community,1,4.0,0.0
30,1,community,2,4.0,2.0
30,1,community,3,6.0,0.0
30,1,community,4,8.0,0.0
30,1,department,0,14.0,0.0
30,1,department,1,14.0,0.0
30,2,community,0,4.0,0.0
30,2,community,1,4.0,0.0
30,2,community,2,6.0,0.0
30,2,community,3,6.0,0.0
30,2,community,4,8.0,0.0
30,2,department,0,14.0,0.0
30,2,department,1,14.0,0.0
30,3,community,0,4.0,0.0
30,3,community,1,4.0,0.0
30,3,community,2,6.0,0.0
30,3,community,3,6.0,0.0
30,3,community,4,8.0,0.0
30,3,department,0,14.0,0.0
30,3,department,1,14.0,0.0
30,4,community,0,4.0,2.0
30,4,community,1,4.0,0.0
30,4,community,2,4.0,2.0
30,4,community,3,6.0,2.0
30,4,community,4,6.0,2.0
30,4,department,0,14.0,0.0
30,4,department,1,14.0,0.0
30,5,community,0,4.0,2.0
30,5,community,1,4.0,0.0
30,5,community,2,4.0,2.0
30,5,community,3,6.0,2.0
30,5,community,4,6.0,2.0
30,5,department,0,14.0,0.0
30,5,department,1,14.0,0.0
30,6,community,0,4.0,2.0
30,6,community,1,4.0,0.0
30,6,community,2,4.0,2.0
30,6,community,3,6.0,2.0
30,6,community,4,6.0,2.0
30,6,department,0,14.0,0.0
30,6,department,1,14.0,0.0
30,7,community,0,4.0,0.0
30,7,community,1,4.0,0.0
30,7,community,2,6.0,0.0
30,7,community,3,6.0,2.0
30,7,community,4,6.0,2.0
30,7,department,0,14.0,0.0
30,7,department,1,14.0,0.0
30,8,community,0,4.0,0.0
30,8,community,1,4.0,0.0
30,8,community,2,6.0,0.0
30,8,community,3,6.0,4.0
30,8,community,4,4.0,4.0
30,8,department,0,14.0,0.0
30,8,department,1,14.0,0.0
31,1,community,0,6.0,0.0
31,1,community,1,4.0,0.0
31,1,community,2,4.0,0.0
31,1,community,3,6.0,0.0
31,1,community,4,8.0,0.0
31,1,department,0,14.0,0.0
31,1,department,1,14.0,0.0
31,2,community,0,6.0,0.0
31,2,community,1,4.0,0.0
31,2,community,2,4.0,0.0
31,2,community,3,6.0,0.0
31,2,community,4,8.0,0.0
31,2,department,0,14.0,0.0
31,2,department,1,14.0,0.0
31,3,community,0,6.0,2.0
31,3,community,1,4.0,0.0
31,3,community,2,4.0,0.0
31,3,community,3,6.0,0.0
31,3,community,4,6.0,2.0
31,3,department,0,14.0,0.0
31,3,department,1,14.0,0.0
31,4,community,0,6.0,0.0
31,4,community,1,2.0,2.0
31,4,community,2,4.0,0.0
31,4,community,3,6.0,2.0
31,4,community,4,8.0,0.0
31,4,department,0,14.0,0.0
31,4,department,1,14.0,0.0
31,5,community,0,6.0,0.0
31,5,community,1,4.0,0.0
31,5,community,2,4.0,0.0
31,5,community,3,6.0,0.0
31,5,community,4,8.0,0.0
31,5,department,0,14.0,0.0
31,5,department,1,14.0,0.0
31,6,community,0,4.0,2.0
31,6,community,1,4.0,0.0
31,6,community,2,4.0,0.0
31,6,community,3,6.0,0.0
31,6,community,4,8.0,2.0
31,6,department,0,14.0,0.0
31,6,department,1,14.0,0.0
31,7,community,0,4.0,2.0
31,7,community,1,4.0,0.0
31,7,community,2,4.0,0.0
31,7,community,3,6.0,0.0
31,7,community,4,8.0,2.0
31,7,department,0,14.0,0.0
31,7,department,1,14.0,0.0
31,8,community,0,6.0,2.0
31,8,community,1,4.0,0.0
31,8,community,2,4.0,0.0
31,8,community,3,6.0,0.0
31,8,community,4,6.0,2.0
31,8,department,0,14.0,0.0
31,8,department,1,14.0,0.0
32,1,community,0,4.0,2.0
32,1,community,1,4.0,2.0
32,1,community,2,4.0,4.0
32,1,community,3,6.0,4.0
32,1,community,4,4.0,0.0
32,1,department,0,14.0,2.0
32,1,department,1,12.0,2.0
32,2,community,0,4.0,2.0
32,2,community,1,6.0,0.0
32,2,community,2,4.0,2.0
32,2,community,3,8.0,0.0
32,2,community,4,4.0,0.0
32,2,department,0,14.0,0.0
32,2,department,1,14.0,0.0
32,3,community,0,2.0,4.0
32,3,community,1,6.0,2.0
32,3,community,2,4.0,4.0
32,3,community,3,6.0,2.0
32,3,community,4,4.0,0.0
32,3,department,0,14.0,0.0
32,3,department,1,14.0,0.0
32,4,community,0,4.0,2.0
32,4,community,1,4.0,4.0
32,4,community,2,4.0,2.0
32,4,community,3,6.0,4.0
32,4,community,4,4.0,0.0
32,4,department,0,14.0,0.0
32,4,department,1,14.0,0.0
32,5,community,0,2.0,4.0
32,5,community,1,6.0,0.0
32,5,community,2,6.0,0.0
32,5,community,3,6.0,4.0
32,5,community,4,4.0,0.0
32,5,department,0,12.0,4.0
32,5,department,1,12.0,4.0
32,6,community,0,2.0,2.0
32,6,community,1,6.0,0.0
32,6,community,2,6.0,0.0
32,6,community,3,8.0,2.0
32,6,community,4,4.0,0.0
32,6,department,0,12.0,2.0
32,6,department,1,14.0,2.0
32,7,community,0,4.0,2.0
32,7,community,1,4.0,2.0
32,7,community,2,6.0,0.0
32,7,community,3,6.0,4.0
32,7,community,4,4.0,0.0
32,7,department,0,14.0,2.0
32,7,department,1,12.0,2.0
32,8,community,0,2.0,2.0
32,8,community,1,4.0,2.0
32,8,community,2,6.0,4.0
32,8,community,3,8.0,2.0
32,8,community,4,2.0,2.0
32,8,department,0,14.0,0.0
32,8,department,1,14.0,0.0
33,1,community,0,14.0,0.0
33,1,community,1,4.0,4.0
33,1,community,2,6.0,4.0
33,1,department,0,14.0,0.0
33,1,department,1,14.0,0.0
33,2,community,0,14.0,0.0
33,2,community,1,0.0,4.0
33,2,community,2,10.0,4.0
33,2,department,0,14.0,0.0
33,2,department,1,14.0,0.0
33,3,community,0,14.0,0.0
33,3,community,1,2.0,2.0
33,3,community,2,10.0,2.0
33,3,department,0,14.0,0.0
33,3,department,1,14.0,0.0
33,4,community,0,14.0,0.0
33,4,community,1,2.0,2.0
33,4,community,2,10.0,2.0
33,4,department,0,14.0,0.0
33,4,department,1,14.0,0.0
33,5,community,0,14.0,0.0
33,5,community,1,4.0,4.0
33,5,community,2,6.0,4.0
33,5,department,0,14.0,0.0
33,5,department,1,14.0,0.0
33,6,community,0,14.0,0.0
33,6,community,1,4.0,2.0
33,6,community,2,8.0,2.0
33,6,department,0,14.0,0.0
33,6,department,1,14.0,0.0
33,7,community,0,14.0,0.0
33,7,community,1,4.0,0.0
33,7,community,2,10.0,0.0
33,7,department,0,14.0,0.0
33,7,department,1,14.0,0.0
33,8,community,0,14.0,0.0
33,8,community,1,2.0,2.0
33,8,community,2,10.0,2.0
33,8,department,0,14.0,0.0
33,8,department,1,14.0,0.0
34,1,community,0,8.0,4.0
34,1,community,1,2.0,4.0
34,1,community,2,4.0,0.0
34,1,community,3,10.0,0.0
34,1,department,0,14.0,0.0
34,1,department,1,14.0,0.0
34,2,community,0,10.0,0.0
34,2,community,1,4.0,0.0
34,2,community,2,2.0,2.0
34,2,community,3,10.0,2.0
34,2,department,0,14.0,0.0
34,2,department,1,14.0,0.0
34,3,community,0,10.0,0.0
34,3,community,1,4.0,0.0
34,3,community,2,4.0,2.0
34,3,community,3,8.0,2.0
34,3,department,0,14.0,0.0
34,3,department,1,14.0,0.0
34,4,community,0,10.0,0.0
34,4,community,1,4.0,0.0
34,4,community,2,4.0,2.0
34,4,community,3,8.0,2.0
34,4,department,0,14.0,0.0
34,4,department,1,14.0,0.0
34,5,community,0,6.0,4.0
34,5,community,1,4.0,4.0
34,5,community,2,4.0,2.0
34,5,community,3,8.0,2.0
34,5,department,0,14.0,0.0
34,5,department,1,14.0,0.0
34,6,community,0,6.0,4.0
34,6,community,1,4.0,2.0
34,6,community,2,4.0,0.0
34,6,community,3,10.0,2.0
34,6,department,0,12.0,2.0
34,6,department,1,14.0,2.0
34,7,community,0,10.0,0.0
34,7,community,1,4.0,0.0
34,7,community,2,4.0,0.0
34,7,community,3,10.0,0.0
34,7,department,0,14.0,0.0
34,7,department,1,14.0,0.0
34,8,community,0,10.0,0.0
34,8,community,1,4.0,0.0
34,8,community,2,4.0,2.0
34,8,community,3,8.0,2.0
34,8,department,0,14.0,0.0
34,8,department,1,14.0,0.0
35,1,community,0,0.0,6.0
35,1,community,1,10.0,0.0
35,1,community,2,8.0,6.0
35,1,community,3,4.0,0.0
35,1,department,0,14.0,0.0
35,1,department,1,14.0,0.0
35,2,community,0,0.0,4.0
35,2,community,1,10.0,0.0
35,2,community,2,10.0,4.0
35,2,community,3,4.0,0.0
35,2,department,0,14.0,0.0
35,2,department,1,14.0,0.0
35,3,community,0,2.0,4.0
35,3,community,1,8.0,2.0
35,3,community,2,8.0,4.0
35,3,community,3,4.0,2.0
